puuid,tier,tier_band,churned,total_games,games_trend,games_per_active_day,net_wins,days_since_last,win_rate,win_rate_trend,avg_kda,avg_duration_min,longest_loss_streak,unique_champions,top_champion_share,role_focus,primary_role,night_share,account_level,time_dead_share,team_death_leader_share,game_death_leader_share,avg_kill_participation,avg_team_damage_share,avg_multikills,avg_frustration_pings,first_blood_rate,surrender_loss_share,avg_loss_duration_min
aWuvJtkerMlfdqMRtwBhZx-FF_92x0syY40BjjKwHIaWC19ofNKqGNYLLFfh8EFWP1gdc_zphox0Eg,MASTER,high,0,132,-52,4.0,4,1,0.5152,0.0141,5.704,26.64,7,30,0.174,0.659,JUNGLE,0.114,539,0.0754,0.1136,0.0682,0.5521,0.2096,0.477,39.235,0.0606,0.1818,27.56
aZood_4JJwYPzp96mWUfQlKdr4ahCjsdVMbl0Hjj0r9PrYakd1ZYQ53tgFothnOtoYuY78RXYozP_g,MASTER,high,0,152,12,5.85,16,2,0.5526,0.0711,6.872,27.83,6,17,0.355,0.934,UTILITY,0.0,767,0.0555,0.0658,0.0263,0.6215,0.093,0.046,12.809,0.0395,0.1184,27.5
ala3XKsaekaiU1WZZVz6g8iWFeg8_2XYlopPXJMLePk5lx3COZ6o3me6lsC50sXrjVivCijeAW1NpQ,EMERALD,mid,0,198,198,6.6,0,2,0.5,0.0,3.23,30.17,7,30,0.131,0.995,UTILITY,0.222,367,0.1046,0.2778,0.1364,0.547,0.1073,0.111,16.141,0.0303,0.0707,30.34
atNY0DUpP_uqAucjkRDR9y6CLXSNVlFTB8xUSsE69BGqXfDe2vh_YULqnvo3oern2V3KeRBxP8kA4A,DIAMOND,high,0,195,-149,4.24,-1,39,0.4974,-0.2189,2.572,27.94,7,27,0.297,0.836,BOTTOM,0.01,603,0.1155,0.4718,0.2615,0.4624,0.2454,0.938,1.364,0.1077,0.1231,27.75
au0ULWSxpO3b9vTuUxg1pMTC4l-zM3FXzj7HoIjkm7jR34quKGZs56fpBfqrIBW5LNoXT4HflMvg_Q,SILVER,low,0,184,-112,3.02,0,47,0.5,-0.1381,3.344,30.34,6,36,0.223,0.511,BOTTOM,0.022,377,0.1021,0.2337,0.1304,0.4205,0.1902,0.81,14.212,0.1087,0.1522,29.6
awdDSjvD3WmerbpAT2N-lCP6HRLlsboX3LB2C60WQnIuYQlX0CN1kZQVqo3OYsbvixvU8i7CyRU9tw,GRANDMASTER,high,0,66,60,9.43,4,1,0.5303,-0.1429,5.223,29.88,3,20,0.136,0.939,UTILITY,0.152,734,0.0799,0.1364,0.0606,0.5995,0.1384,0.106,14.015,0.0909,0.1364,29.25
awh6QO_Rc8DMKkSn7mSQjciqLT5s7ls1-tY76EszpfdE2vR9sE3yDgcLJ98aJITgU1DMIvUesOjwwQ,EMERALD,mid,0,149,-41,2.98,13,1,0.5436,-0.0394,3.123,28.88,8,16,0.497,0.477,UTILITY,0.128,350,0.114,0.4698,0.2953,0.4931,0.2362,0.651,11.262,0.1208,0.0671,29.11
az9AE1AURuR1-7lRIydDIWKDLS3b0vs8bCCvLqQ6Q0fkaLy0l1T1IuKBw0qrdNN-8e9wvR37Ge0E3w,PLATINUM,mid,0,106,54,3.53,2,2,0.5094,0.1654,3.328,30.13,8,12,0.66,0.736,MIDDLE,0.057,513,0.1037,0.1887,0.0566,0.5006,0.2124,0.991,15.792,0.1887,0.1415,30.45
b3xQZQDfFqou8HK-0Bt8GYJuMm8gO0kqxdQlfEJSbZk0RTpfr9d-tSkk9jd9im37MBODFACVE9CxGw,MASTER,high,0,215,41,5.12,23,0,0.5535,-0.0357,4.148,27.61,7,20,0.847,0.735,BOTTOM,0.237,285,0.0901,0.1814,0.0465,0.4892,0.2206,0.809,15.191,0.1116,0.1209,27.68
b4ILdVxicwzkXwLb2Ngz9xgBH_cii4s5GS3wvdfqRfEyfS1mxo3Lr2A0e8LQFXHHQi4ov5DPCNQU4w,PLATINUM,mid,0,39,39,2.6,-5,2,0.4359,0.0,2.615,31.32,4,16,0.231,0.564,BOTTOM,0.026,357,0.1092,0.2564,0.1026,0.4493,0.1781,0.615,10.59,0.0256,0.1282,30.57
b5FKuYa3rZRQvaZ3073xnSGoR6u8gT_pTKkBib8WZa72xxQKUq3I0eGzhurUdIBdajCWtFeeQ3w3lA,MASTER,high,0,222,204,5.05,36,1,0.5811,-0.0892,5.072,27.74,6,25,0.252,0.874,JUNGLE,0.027,646,0.0827,0.1486,0.0721,0.5361,0.209,0.865,11.541,0.0811,0.1216,27.54
bDHdpschMkBuWF3l9PfInOzqNtn6d0zJDg9-C9e1Lskrak2ee80LldV6N1KqLlcEHl1klm_sHyKM7g,EMERALD,mid,0,43,-29,2.53,11,24,0.6279,-0.0675,1.603,30.4,3,8,0.372,0.86,TOP,0.0,653,0.1686,0.5814,0.3023,0.3876,0.2387,0.674,14.0,0.186,0.0465,30.67
bFzfR5Ylp6qc_xYrMZgHOUjJjyEh1j4KUTYNQ7uPkCyw5LiPeG7_BxXJ3k-PQ2LuLbK5TQWrYvNmgQ,IRON,low,1,192,192,11.29,-28,3,0.4271,0.0,1.94,31.19,9,37,0.172,0.536,BOTTOM,0.24,145,0.1324,0.375,0.1875,0.4053,0.2072,1.359,30.484,0.125,0.1562,30.55
bGPRil0VSKn_-M9gLgGcx6PadE-xwOmM7QZAZ_yJnbUqFQMO4aBqixCsZ9enJH7qIvPnqB2wqY9tdQ,DIAMOND,high,0,147,-35,3.13,1,2,0.5034,0.081,4.552,30.28,10,29,0.245,0.966,JUNGLE,0.048,478,0.0862,0.1088,0.068,0.5316,0.2071,0.748,11.687,0.0748,0.0816,29.45
bJ1RKYOuDkAdiG8tytzuCGId3f6IwCXFDuNzbLPYHXZ5Wq57L68j_EJVoPbdAPhZyF2tzMRbikz2HA,CHALLENGER,high,0,302,228,4.58,6,1,0.5099,0.1499,4.401,26.58,8,17,0.815,0.778,MIDDLE,0.013,1004,0.0791,0.1689,0.0828,0.4551,0.2321,0.808,25.748,0.1093,0.1821,26.77
bRowdpHYyd6_N16NAqsAjCxU9vqgk1lye03Hq3x9s8rI2DIaMgkLdCAVhxNysc-Qx8HEgwnUIgYwaQ,DIAMOND,high,0,195,123,4.43,-9,5,0.4769,0.0058,5.032,28.61,10,26,0.462,0.851,JUNGLE,0.072,523,0.0863,0.0769,0.041,0.5331,0.1907,1.349,13.79,0.0769,0.1333,28.02
bU1mskHywcgb257SmA-o3daZnEaMQgiuZuUEFRkxkmaN-3hcM9yI7o2CkMdM7eQPS7-ZMnG_Tk5Eng,DIAMOND,high,0,196,-196,12.25,10,95,0.5255,0.0,3.801,27.66,6,51,0.158,0.398,MIDDLE,0.347,219,0.0933,0.2857,0.1378,0.4266,0.1793,0.571,15.934,0.0969,0.1531,27.8
bV0f-xfxXiXyiVtsSuFeYNLo7fV6db57TVhZ0nh39Iif2V54vT6y8f0to0SrxCjeVhFrfufRAcn-1A,EMERALD,mid,1,87,-79,5.12,13,41,0.5747,-0.0783,3.167,27.82,5,8,0.563,0.874,TOP,0.126,785,0.0919,0.2184,0.092,0.3628,0.2177,0.425,17.954,0.046,0.092,28.09
bcVMepV2oqLyvN2_Nt-x9bfub4eeu08_Ba_sdVzO6TTK6QDwT9mTaZYdTfCWEgDIsuHMqh_5uVXkmQ,CHALLENGER,high,0,233,129,5.3,23,1,0.5494,-0.0355,3.424,26.7,5,13,0.811,0.721,MIDDLE,0.0,202,0.0976,0.2489,0.0944,0.473,0.2259,1.369,34.524,0.0987,0.1245,26.77
bo5iAwSd42gwobVjw3gez4e14fke0dhT4Gyof3Gcg6xW_ZKfN1mjEQPYg9frkfYr5QDH2pvpM1WVWA,DIAMOND,high,0,187,-149,4.25,5,1,0.5134,-0.1613,2.19,28.23,8,19,0.251,0.995,TOP,0.107,958,0.1459,0.5348,0.3155,0.4047,0.2507,0.674,24.385,0.107,0.0428,28.56
boEO8p2iZ1MlUmC-UD54ONOhsyMnbPpL2wcyQWFgFZh1JY7wW6dfyFWJaXro4r9mXAzypGlvUgTfvA,BRONZE,low,0,192,164,3.92,-6,1,0.4844,0.2913,3.314,31.11,7,53,0.302,0.318,JUNGLE,0.026,515,0.1193,0.2292,0.1042,0.4742,0.2564,1.109,12.135,0.1302,0.0469,32.2
bsDPgACrzixrPenwiQpuGDj12RockKS5qpdhLSe8KK80P7sKOe1ktiLxZVkxYGEfL77bVIx1Huexvg,PLATINUM,mid,0,55,17,4.58,3,3,0.5273,-0.0789,3.15,31.26,3,19,0.218,0.982,BOTTOM,0.0,103,0.0908,0.2545,0.0545,0.4477,0.2701,0.982,5.382,0.1636,0.1273,31.7
bvJlBEWeqpiNIZWI3acWr_NR8qNEqAJEFuFgIDqsOxof9EvFv_5Rx9tkW56S0w6HYJERrW3ZTryF7A,MASTER,high,0,267,109,4.77,33,0,0.5618,0.1327,3.622,27.47,6,14,0.551,0.682,JUNGLE,0.007,170,0.1056,0.3184,0.161,0.5754,0.2314,0.446,16.509,0.0936,0.1423,27.19
c0VNhsRz9BOk7zipwK5ilZRdbYXB1oAjSZdBgV2ImRDbADK2XAMtJ8uJPET-by0ys9sE4kUSF9PJag,GRANDMASTER,high,0,112,64,3.29,-4,3,0.4821,0.1364,3.461,27.44,6,22,0.196,0.714,BOTTOM,0.009,219,0.107,0.3214,0.1786,0.5516,0.2858,1.5,10.107,0.0893,0.1518,28.06
c3jmf2cN1ydk-WlE19sVGWwRA3oCcLJ8b1ohOiMk1UawpdMad5EKvJCgcoysEPOoUwMxVS-dpABrEQ,PLATINUM,mid,0,48,-6,1.85,14,1,0.6458,0.2063,3.661,30.51,3,21,0.25,0.979,UTILITY,0.146,493,0.0951,0.3125,0.1667,0.4978,0.1184,0.062,23.521,0.0833,0.0417,31.86
cR__9_tpBId6EP0HjPIjlNF5DQ3Fqy5GsgF2ncV0StVtwUaXfDzlXktPgvPHQcx3n6hS2yptRaXHhA,SILVER,low,0,126,-2,2.47,-6,17,0.4762,0.0151,3.209,30.78,8,39,0.183,0.357,TOP,0.048,364,0.1013,0.2302,0.1111,0.4377,0.1875,0.69,6.0,0.127,0.1349,30.44
cWH6cRIRx4DpXwfzh2_0dCdlHPkPRzxw-_bymXVqy_AKekF5gJOK8-s1heergPf28vydwBV-4cDUcw,MASTER,high,0,203,187,4.23,-3,1,0.4926,0.2526,3.395,28.02,9,27,0.419,0.837,BOTTOM,0.0,845,0.0898,0.1773,0.0591,0.4772,0.2439,0.901,33.808,0.0887,0.0837,28.24
cWituiutNW3XGvsBWYYfOM5Md44lAWfghQVGkO2-M9rD8R7W4nkKyIHUI0TUhL7UldkgbET2g_OhSA,EMERALD,mid,0,54,-8,6.75,-2,18,0.4815,0.0701,4.32,27.0,4,12,0.241,0.741,BOTTOM,0.648,227,0.0798,0.0926,0.037,0.4668,0.1957,0.611,7.778,0.1481,0.1667,26.22
cXv2W6NPjqfSHeG66gLpsonvCH-ZIJ_1RyCkKXiAdNca-mtruAlli0DsJyU7Cm6XMP8g-jKV5JTAPg,GRANDMASTER,high,0,212,212,10.1,40,0,0.5943,0.0,5.011,27.65,7,23,0.41,0.778,MIDDLE,0.108,191,0.0906,0.1462,0.0802,0.4444,0.2709,0.778,10.476,0.1179,0.0708,29.22
c_e27o7M323-OibyAYL_dMR69k68J7F55xjAbPVgL5U7B603C-ZzGazZk4lLQwCfQc8KPamSjt-FTA,CHALLENGER,high,0,255,231,5.0,21,1,0.5412,-0.0442,4.44,27.31,7,18,0.263,0.816,MIDDLE,0.035,1194,0.0953,0.2431,0.1255,0.504,0.2213,0.427,3.557,0.1059,0.149,27.71
caV8pY-PGIEY2s07DXS7YBPgvqG1cnb9VSbErwMXDHoRJ7Zg5fpCImAqIo7q7M0PBf5m71rhoMEzhw,GRANDMASTER,high,0,204,120,5.83,0,4,0.5,0.03,4.022,27.05,7,45,0.304,0.686,BOTTOM,0.426,486,0.0855,0.2206,0.1127,0.469,0.2286,0.701,16.245,0.0784,0.1422,27.58
cb0nXfqKAVP74FQUPMH27-4gU4FLZtZXiCL7iTNdLTFHuJ1a4iWIdwvyK2dpdBLLdx7NuP4Tg_z_eA,CHALLENGER,high,0,330,316,5.5,-4,0,0.4939,0.0668,2.317,27.6,6,15,0.633,0.894,BOTTOM,0.045,246,0.1277,0.5758,0.297,0.4976,0.27,1.879,18.342,0.2242,0.1424,26.99
cjjpiJD7YpD1Stgc0AxGe7aUd-jzH6iKBsbizoqJMl5yYS1pSD9UKNd0P9CRVx8M_gt6Q2jt5qfMwQ,SILVER,low,0,183,15,3.1,-7,6,0.4809,-0.0133,4.107,31.03,5,8,0.426,0.525,JUNGLE,0.016,281,0.0981,0.1803,0.1093,0.4672,0.1792,0.891,19.082,0.1311,0.1202,30.44
ckp5thVpyQMvL1QpsKPHW-HRPgjQN2ZP7kn4CvaczFlBCIvTVQ9PoFKREHtUeimd9hmJGvPbjcHfSA,CHALLENGER,high,0,209,181,4.1,25,1,0.5598,0.2172,3.769,27.12,5,42,0.144,0.77,BOTTOM,0.01,957,0.0868,0.1914,0.0909,0.4752,0.24,0.895,13.608,0.0909,0.1388,28.32
cqjnn2JmJypyw6Ls_zgznkgCgcFIeAfjW3nPLFr-uGVAJtegIqL4m7gQ65pZigtTPzUqlCY7NcB8Jw,GRANDMASTER,high,0,202,120,4.39,12,1,0.5297,-0.0392,3.185,26.98,5,49,0.139,0.49,BOTTOM,0.223,475,0.1059,0.3218,0.1485,0.4559,0.2403,0.832,4.238,0.104,0.1139,27.08
cuoTBrJ3OIBaE7SPw7kSRFvUHvBddAchErYpnMNFqwasCKhCucomX10LodV4B7TpKupExqpO7c5ixQ,EMERALD,mid,0,32,-20,1.68,4,6,0.5625,-0.0769,3.181,26.81,3,3,0.469,1.0,TOP,0.0,139,0.0931,0.2812,0.125,0.3262,0.2026,0.156,5.344,0.0938,0.1875,26.13
d-vmNVXBExzOrg9xUNNwyBHqPnmqqq4IfO1KF902XLrdVcfpHz-Vwo97Aa23rNmlytGDhBL5Uray5g,BRONZE,low,0,185,185,4.74,-5,1,0.4865,0.0,3.555,31.03,6,56,0.092,0.47,UTILITY,0.0,608,0.0787,0.1027,0.0432,0.4197,0.1476,0.346,22.146,0.0378,0.1784,30.28
d1_GkTIsOsq0-mENtDgWD9j9LAVKJ4jV5zXACnXuNH0BF0CklCxTaaIQKhraDC-TbqMhtCDJN84JlQ,SILVER,low,1,74,-36,3.89,4,39,0.527,0.1407,3.743,30.17,6,18,0.23,0.878,UTILITY,0.054,627,0.1075,0.3108,0.1892,0.5281,0.1436,0.068,10.257,0.0541,0.1757,29.24
dBjCL0SjQUrPaAq15Mi9wYv6NOCyfsOpl5ouu39ZBo0vt_utq1Wi2hwWGpku1d02aZO2hHqtkLTidQ,IRON,low,0,195,143,2.67,-15,1,0.4615,-0.0444,2.606,31.54,8,36,0.128,0.354,BOTTOM,0.062,145,0.1171,0.2667,0.1333,0.4342,0.193,0.723,20.805,0.0923,0.1333,31.75
dGEPi_l7Gq6PPVD1vw15CXqnhSh8EmnS3pERXwdICOilyX4wajr-iihmkLW5d6QVU3MnYf_f0lcnXg,BRONZE,low,0,193,193,4.11,1,1,0.5026,0.0,2.998,32.89,6,23,0.399,0.699,MIDDLE,0.0,428,0.118,0.2176,0.0881,0.444,0.2183,0.394,6.974,0.1399,0.0466,33.75
dHNr8pCHMnt2Wlv678XPgDFGLCJqXyI092VKudz7QJDE8AJxXAvTUbUPZRU_5MouXm8qYM66q62gQg,GOLD,mid,0,151,59,5.21,-7,36,0.4768,0.0917,3.252,31.87,8,43,0.265,0.49,JUNGLE,0.298,99,0.1166,0.1854,0.0993,0.4646,0.192,0.662,1.073,0.0596,0.0795,31.93
dYgfZ8ET66azfn9fTR-gtTDnQVSmg68feBWF1A8wU9Xg-cqiJTMt7J56mXsuhGCJLvbD4egSFmfvJg,GRANDMASTER,high,0,219,211,4.87,1,1,0.5023,-0.2523,3.339,27.27,6,31,0.146,0.749,MIDDLE,0.009,463,0.0918,0.1644,0.0731,0.4115,0.2237,0.539,15.849,0.105,0.1918,26.7
dcRF4fojLrlnepSM9wHceRTHVcWzVP7E2Da1T9eVfG35a2vmANSR_vxH2P80c-rSyOzLEOhaUobwdg,DIAMOND,high,0,151,-27,4.58,13,20,0.543,-0.073,3.161,27.83,5,17,0.437,0.616,MIDDLE,0.146,1369,0.1028,0.2053,0.0927,0.3778,0.2359,0.828,5.139,0.0861,0.1192,27.35
dmDyLKbloCGAxvcCyIrIC_uERiiAvURX048TgoYZ0oQ0ChHlQQv5LLZ1JKSKi56gtuMkAOTG13DudQ,MASTER,high,0,219,217,8.42,15,0,0.5342,-0.4679,3.766,27.58,6,19,0.228,0.808,MIDDLE,0.082,1089,0.0882,0.1461,0.0502,0.4411,0.2357,0.626,9.63,0.0411,0.1187,28.17
doayHcJcVHBpyLYu0MyZKxY-02yQIXa6yyWIR1vLp7ZBCohndtb9Gr_4JPqmUfCKcFip_RHS_FvMDw,DIAMOND,high,0,198,50,3.6,10,6,0.5253,-0.0028,2.419,27.49,6,14,0.227,0.995,TOP,0.0,249,0.1299,0.404,0.2222,0.3921,0.2612,0.667,11.747,0.1869,0.1667,27.24
dt8KNQV9okUgefZ4OIJEHGjrpt8-S7y0jtHu7Py68yhu8G5krQCaFe__aq4kHGfZ-elKZwmC-UOSsA,PLATINUM,mid,0,117,41,3.66,3,3,0.5128,-0.059,4.743,30.5,8,20,0.282,0.692,BOTTOM,0.0,679,0.0844,0.1795,0.0855,0.5294,0.2265,0.863,4.838,0.0684,0.1368,31.16
dtXZyKyGrdx8gYLZuy6xajjLpqkLrJevyTCvouNQa35nw3SOSm5x6jaPNPAxWZC7H0rxkqFUHZ75wQ,CHALLENGER,high,0,287,285,5.98,49,0,0.5854,-0.4161,4.328,27.55,7,26,0.199,0.819,BOTTOM,0.0,680,0.0845,0.2091,0.0732,0.5473,0.259,1.498,30.815,0.1777,0.1045,27.37
eCJctHhc8gRHQ3USQlpp_b78N2G3qitGZ1GtuFWLAq9NgGUvl8PiblsV1-f-qFuuTZA3TMMx-z0RZg,PLATINUM,mid,0,31,13,1.63,1,3,0.5161,0.2576,3.068,30.98,5,1,1.0,1.0,TOP,0.0,751,0.1122,0.2903,0.0645,0.4037,0.245,0.645,2.452,0.0645,0.0323,30.01
eJOORUzXNmx0sJjH0_zLA_VfSKixrDWFQ_wcIcJSHe5jzdkc-Fro-d0DJ5oTkBPxVwgqa-xcl5Zujg,BRONZE,low,1,45,1,1.73,-3,25,0.4667,-0.0652,2.261,31.46,4,15,0.222,0.578,TOP,0.4,607,0.1147,0.3111,0.1333,0.3293,0.1947,0.244,13.756,0.0667,0.1333,30.57
eM5zVzBO0BxqQpyyjVfDtCLtSPySe_OvsSVuRfj6Yp7Dw5MlpDArUKkxmSUUd_HVciJds6GYEmU6Pg,MASTER,high,0,94,-94,3.48,12,71,0.5638,0.0,5.248,27.35,4,11,0.394,0.83,JUNGLE,0.011,780,0.1044,0.2766,0.1809,0.5768,0.2629,1.415,33.33,0.1383,0.1383,27.07
eb97MGwcdmGSNKIqQzOycrgE1A7uRtz-4AXDZPfkcEcx5o4NihFXxEwRHcj2IIfYF6VEGm1yL3CXcQ,CHALLENGER,high,0,350,314,5.56,2,0,0.5029,0.0616,5.548,26.43,7,46,0.134,0.86,JUNGLE,0.277,1532,0.0886,0.1229,0.0771,0.557,0.2196,1.097,97.263,0.0943,0.18,26.81
ecYMMHFb7Oh7Z_j1Fg_WB4I2SmflKN8VVFuiwBHL_Fh73QZTzKTxnNoVHc5L7FuBcOXFwaq9sxu9fg,MASTER,high,0,94,94,6.27,40,0,0.7128,0.0,6.155,29.03,5,9,0.362,0.926,JUNGLE,0.266,41,0.0955,0.234,0.0638,0.6099,0.2517,1.032,49.394,0.1383,0.117,28.84
enZjsGEoYc4g2ZR2LzG-wdGcAOLUB8gAT87LuUPkilPkc_iCXNx2FsEr5pz0qNHN8zs6h6ie7zxAXg,MASTER,high,0,242,230,4.57,10,1,0.5207,0.363,4.337,27.55,6,19,0.612,0.413,TOP,0.004,225,0.0769,0.1942,0.0992,0.4957,0.1954,0.541,25.851,0.1942,0.1529,27.6
eoazkOKUlWqV-OlH3bBPXcJezntRopaZJQLGk7InPTSO1TUzMLg26WYD6EIYmVZtznXfpXOLMgynNw,GRANDMASTER,high,0,196,106,3.84,20,1,0.551,-0.0924,2.481,26.6,6,35,0.128,0.816,TOP,0.031,801,0.1182,0.4031,0.2398,0.396,0.2455,0.628,9.429,0.2041,0.1531,26.63
ewn6Wz9Cx74x-uzA36UlJ5eqUa1LqCguXgenVTcL4K2Nf5Ldkj8uxgLYUIC68dxdAhv3rtlpD29Xmg,SILVER,low,1,33,-3,3.67,13,22,0.697,-0.0556,3.956,30.85,2,3,0.939,0.939,TOP,0.0,617,0.0927,0.1515,0.0303,0.4054,0.2432,1.061,1.424,0.0,0.0,29.09
ezoS7ljCS4qmtJQkvHIjh-BCd7v9Ypjxgbj1-_MZGijyYH-CJVtaNWVQ7-24exz2R0pRStfaYwUnCg,IRON,low,0,164,-28,3.42,-16,3,0.4512,-0.0925,3.348,31.08,6,33,0.207,0.36,JUNGLE,0.0,276,0.1052,0.1829,0.0915,0.4497,0.1779,0.36,58.768,0.0793,0.122,31.06
ezvjufw0D7MtDZAvg4O5NS75m6xrgjTgYslmizYlZRpsuG-aXCPGHVHLTx7IFnWhJzWRhn_e_eFpcA,EMERALD,mid,0,91,-61,4.14,3,17,0.5165,-0.0596,2.286,29.12,5,24,0.176,0.989,TOP,0.088,358,0.1382,0.4396,0.2088,0.3896,0.2582,0.374,3.22,0.1209,0.022,29.61
f30RCiS_F_Ghq0jrRo4wthJenNgU0RWOCzJlCl_ZizBKy5CDsvbPNNRHNva4IOELu7uvvyCL6VubJQ,GRANDMASTER,high,0,244,192,4.36,10,4,0.5205,-0.0201,5.356,27.68,7,43,0.131,0.918,UTILITY,0.197,426,0.0745,0.209,0.1107,0.6084,0.1165,0.143,19.332,0.0615,0.1598,28.0
f4RLBR0NXZPpijqrWi5Dr9A_EM24w-bYjRrqbUYNPY0dwkqR2Q9MC7fevj8ljOY3yoI5NJN2YKP6Jg,EMERALD,mid,0,126,114,2.86,-10,1,0.4603,-0.0417,5.018,30.19,9,23,0.222,0.929,JUNGLE,0.0,1092,0.0924,0.1349,0.0873,0.5246,0.1994,0.921,30.881,0.119,0.1429,30.28
fBCVUJLvBx8EoCRbGaMMgr31zpdsetTH_O0P8Yudj2VrW-TSo0QmzMX5v0p-qKRJem2xjFpcwltlrQ,PLATINUM,mid,0,90,-10,3.46,6,45,0.5333,0.03,1.893,30.08,5,8,0.744,0.811,MIDDLE,0.078,827,0.1392,0.4889,0.2556,0.407,0.2398,0.711,10.211,0.1778,0.1111,30.59
fCuEKHvz2srLgscs69KBWN9Pr7scSWK40ECPNyVomdI1gkGAZRg5udJDUS87OC6kjrIdTULtddwFHA,EMERALD,mid,0,164,-12,4.21,10,27,0.5305,0.1148,4.398,28.17,9,28,0.28,0.896,JUNGLE,0.329,795,0.1041,0.2256,0.1159,0.5383,0.2182,0.872,49.006,0.0671,0.122,27.88
fIN6rNZiCBaWcRlO-cDPz5X9vwgoz--kmhNCmY3Sy8SqklKqqCdUQk6jOfY_lsGhXQVIhIQwiH0SRQ,PLATINUM,mid,0,192,144,4.09,-4,2,0.4896,0.0357,4.172,31.5,8,33,0.13,0.745,BOTTOM,0.0,165,0.088,0.0938,0.0469,0.4954,0.2293,1.422,17.953,0.0677,0.1042,30.84
fPLWWjrQQbK_l9MDwCE23OEhNtHnx9DBNhbqIFWzN-7DG7pOsDiL21ZjH0iTm5YTWBse30gVdTqaoA,EMERALD,mid,0,61,-9,2.65,-7,14,0.4426,-0.3022,3.611,30.07,7,25,0.164,0.492,UTILITY,0.0,944,0.095,0.2951,0.0984,0.5478,0.1965,0.475,10.689,0.0656,0.1639,30.73
fPylYdg9ItpMLAkP4f6WyJEVC0bdQJWvt0DACuUfGU2Oe2rwf3qQr2bkGOAXS3qG8Q-xcNyfiKJM4A,GRANDMASTER,high,0,201,7,6.28,29,32,0.5721,0.0099,4.131,27.85,5,27,0.289,0.726,BOTTOM,0.065,519,0.0978,0.3134,0.1343,0.5452,0.234,0.791,15.224,0.1741,0.0945,27.99
fSpmmW1shgerH50ir2yVuciNo-ULAiq1Dmm1ZK2LCVgJnWYxjRps0u7TJl02EdfGiVos624Q-bnvxQ,CHALLENGER,high,0,302,200,3.77,6,0,0.5099,-0.0234,5.262,27.52,9,37,0.152,0.659,MIDDLE,0.109,1399,0.0724,0.106,0.0397,0.5006,0.2339,0.619,16.51,0.149,0.1159,28.42
fX360eeFGgWdclrQygEP1qLUAhHAr723h1eIXxopqifQAl9zbYThjjS3O2D93Tarri5jB4Ly2Vn-xg,PLATINUM,mid,0,53,15,1.89,1,6,0.5094,0.0557,3.3,30.2,5,26,0.132,0.377,MIDDLE,0.0,347,0.1034,0.283,0.1509,0.5132,0.2634,1.509,7.321,0.2264,0.0943,30.17
fbwP8gxUN2RMa43-MrHu7P0zdfNnavwUxWLY-UV61ZvnSwCEeGxEtswMPYrPu8DUqfggKua8Lhg8QA,IRON,low,0,30,-30,2.5,-6,90,0.4,0.0,1.607,28.83,5,7,0.533,0.967,MIDDLE,0.067,212,0.1701,0.7667,0.4667,0.495,0.2525,1.067,18.433,0.0667,0.2,27.96
feEbOWAOili3v-w6Ls2uG3s0_hYK0wPhZowt4T5cZz3U1RAlD3yXnTHEy3Y8_F0OPtcq-Z_nGjOVnw,PLATINUM,mid,0,59,37,2.68,9,6,0.5763,-0.1856,4.635,29.78,3,20,0.339,0.746,UTILITY,0.017,821,0.0849,0.1695,0.0678,0.5419,0.1295,0.339,2.763,0.0169,0.0339,29.66
ffJPngpRuVyfllDKMUtDClW6Xf6QMiljcP8VCV4xqGXb_XOydIB9mgzxwdfAMp3FnmXycJpIEE6uZw,MASTER,high,0,211,195,3.7,13,1,0.5308,0.032,5.024,28.42,5,4,0.872,0.943,JUNGLE,0.0,610,0.097,0.2133,0.1043,0.5721,0.2049,0.896,15.545,0.1659,0.0853,28.2
fuF6VpH6nZMZjaZ3QQycKhLTNZPRHIgdT2qObkY-alPO-NWHIcOP2hJ5BRfHDN798CIP-iktUtjQ7Q,EMERALD,mid,0,39,-27,3.55,-1,46,0.4872,-0.3788,2.466,26.64,5,8,0.231,0.641,MIDDLE,0.205,896,0.1305,0.4103,0.2821,0.4582,0.2651,0.769,4.897,0.2051,0.1538,26.18
fzV4J3clnOX6bUJ1SwoARXhB2nqaSfO8siwBbt7DKwC08ikUSHpLEQe2zqL7BNxtROcxtSMovs3g-A,DIAMOND,high,0,98,-10,3.63,18,17,0.5918,-0.0017,3.31,27.63,3,53,0.082,0.337,MIDDLE,0.153,493,0.1125,0.4184,0.2143,0.4405,0.2388,1.408,5.153,0.1122,0.1122,28.6
g0rPrAetngPWeANWPSKkoUZp3VMC8ktF6tHqIS4-RNwbUSBRcrvIsgVGEAucm6fAnO8TkB7j_tBaAQ,GRANDMASTER,high,0,202,88,5.05,12,4,0.5297,0.0536,3.956,28.59,6,47,0.129,0.579,MIDDLE,0.158,1347,0.0868,0.1584,0.0842,0.4511,0.2415,1.144,24.995,0.1485,0.1089,29.8
g6fFKUJsTrzircJ7-hdfgKyUck9YQ85gasiryCax2TW0DgwiwrHFOEOk20C3LmSmuJQ-76X4_ydRGw,GRANDMASTER,high,0,216,214,7.45,14,1,0.5324,0.5349,4.685,26.52,5,24,0.356,0.731,MIDDLE,0.366,342,0.0798,0.1435,0.0602,0.4772,0.2046,0.477,18.333,0.1065,0.1296,26.9
